510	ASG - Civilians
11487	Malaysia: Sabah
372	Mali: Azawad
442	Mauritania: Government
454	Government of Mali - Civilians
456	Government of Niger - Civilians
567	FIAA - Civilians
603	MPGK  - Civilians
4780	ARLA, FIAA, FPLA - MPA
4781	Fulani - Tuareg
4888	Arab - Kounta
5039	Dogon - Fulani
5040	AQIM, Jama'atu Ahlis Sunna Lidda'awati wal-Jihad, MUJAO - CMA
5041	CMA - MUJAO, Signed-in-Blood Battalion
11328	Ansar Dine - CMA
11330	Ganda Iso - CMA
11347	Mali: Government
11863	MAA - CMA
13611	Mali: Macina Empire
13683	CMA - GATIA
13686	CMA - CM-FPR, GATIA, MAA
13987	Dozos (Mali) - Civilians
13988	Dozos (Mali) - JNIM
14109	GATIA, MSA - IS
14110	IS - MSA
14113	Mali: Islamic State
14138	GATIA - IS
14291	CMA - MSA
14411	Dan na Ambassagou - Civilians
14416	GATIA, MSA - Civilians
14622	Dan na Ambassagou - JNIM
694	Government of Mauritania - Civilians
4894	Mauritanian - Senegalese
400	Mexico: Government
613	Paz y Justicia - Civilians
641	Government of Mexico - Civilians
4652	Juarez Cartel - Sinaloa Cartel
4702	Tijuana Cartel - Tijuana Cartel - El Teo faction
4782	Garcia clan - Peña Rojas clan
4907	Santiago Xochiltepec - Santo Domingo Teojomulco
4933	Gulf Cartel - Los Zetas
4934	Beltrán Leyva Cartel - Beltrán Leyva Cartel - Valdez Villareal faction
4936	Los Zetas - Sinaloa Cartel
4978	La Familia - Los Caballeros Templarios
4979	Jalisco Cartel New Generation - Los Zetas
4980	Cartel Independiente de Acapulco - La Barredora
4981	Jalisco Cartel New Generation - La Resistencia
11052	Jalisco Cartel New Generation - Los Caballeros Templarios
11053	Beltrán Leyva Cartel - Sinaloa Cartel
11055	Los Zetas - Cártel del Noreste faction - Los Zetas - Old School Zetas faction
11058	Guerreros Unidos - Los Rojos
11094	Los Zetas - Los Zetas - Velazquez Caballero faction
11940	Autodefensas Unidas de Michoacán - Los Caballeros Templarios
11949	Gulf Cartel - Ramirez Treviño faction - Gulf Cartel - Villareal faction
11955	La Mochomera - Sinaloa Cartel
13391	Gulf Cartel - Dragones de Sheyla faction - Gulf Cartel - Los Fresitas faction
