org_id	org_name
960	Abdalleh-Agon-Yar subclan of Abgal clan (Hawiye)
961	Eli-Agon-Yar subclan of Abgal clan (Hawiye)
962	Abdulleh-Galmaha subclan of Abgal clan (Hawiye)
963	Kabaloh subclan of Abgal clan (Hawiye)
964	Galgalo
965	Forces of Omar Jess
966	Ayr subclan of Habar Gidir clan (Hawiye)
968	Abdalle-Aroneh subclan of Abgal clan (Hawiye)
967	Eli-Omar subclan of Abgal clan (Hawiye)
969	Forces of Abdirizak Bihi
970	Forces of Ahmed Sheikh Buraleh
971	Forces of Hussein Ali Ahmed
632	Jiddo subclan of Digil clan (Digil-Mirifle)
1034	Habar Gidir clan (Hawiye)
1105	SNM - 'Calan cas'
1035	SNF
973	SNF - MSAB
499	SSDF
975	DSA
976	USC/SNA - OA
977	USC-PM
1098	Qubeys subclan (Dir)
1096	Mujahideen in the Golis Mountains
1120	Forces of Yussuf Hajji Nur
1147	SVA
3211	Khatumo administration
6798	Bahararsame subclan of Dhulbahante clan (Darod)
6799	Qayaad subclan of Dhulbahante clan (Darod)
4322	Aaro Aaro
7206	Ma'awisley
7229	Biide subclan of Habar Jeclo (Isaaq)
7228	Sa'ad subclan of Habar Yonis (Isaaq)
7934	Awramale subclan (Darod)
586	AWB
665	PAC
513	ANC
1117	IFP
978	ANC - 'Greens'
979	ANC - 'Reds'
1086	Supporters of ANC
980	Supporters of AZAPO
982	CATA
981	Codeta
620	Supporters of IFP
983	Supporters of UDF
984	Mangweni clan
985	Mgodini clan
986	Supporters of UDM
988	NUM
987	Uwusa
990	Lagunya
989	Webta
8245	Black
8244	Indian
469	SLM/A
582	Agar Dinka
583	Gok Dinka
708	Bor Dinka
992	Jikany Nuer
1007	Bari
1042	Mundari
1097	Rek Dinka
1025	Misseriya
1005	Ngok Dinka
1137	Gony Dinka
1138	Thiyic Dinka
1220	Bul Nuer
1009	Luac Jang Dinka
1224	Balanda
3563	SSDM/A - Cobra Faction
3568	Amothnhom Dinka
3569	Panyon Dinka
1108	SSDM/A
1124	SSLM/A
4226	SPLM/A - IO
3587	Aguok
6225	Apuk Giir
6344	Kuei Dinka, Pakam Dinka
6343	Rup Dinka
6632	Panyar Dinka
1939	Waat Dinka
6633	Panyar Dinka, Rek Dinka
6794	NAS
1008	Aliap Dinka
1092	Atuot Dinka
6341	Pakam Dinka
6929	Ingessana
6685	Uduk
6943	Ayiel Dinka
7034	Jalwau Dinka
7189	Kongor Dinka, Lou Dinka
7210	Gok Dinka, Jalwau Dinka
7211	Luac Jang Dinka, Thiyic Dinka
7302	Gak Dinka
7303	Manuer Dinka
7409	Latuka
1011	Pari
7626	Twic Dinka
5885	MDF
7322	Pagok Dinka
7811	Apuk Padoc
7812	Atok Buk
7894	Bor Dinka, Lou Nuer
7896	Bor Dinka, Gawaar Nuer, Lou Nuer
5843	South Sudanese
1977	Sudanese
7625	Gawaar Nuer
8097	Buya
8110	Lou Paher
8132	Lou Paher, Thiyic Dinka
8133	Azande
8255	Cie Kho
8256	Cie Guandong
8201	SPLM/A - IO - Kitgwang faction
383	GICM
281	JVP
322	EPRLF
389	LTTE - K
844	PLOTE
875	Supporters of PA
874	Supporters of UNP
4004	Muslims (Sri Lanka)
2297	Tamil
443	Revolutionary Forces of 1 April
467	NDA
470	NRF
471	SLM/A - MM
472	SLFA
686	SSDF
707	Didinga
615	Habaniya
703	Rizeigat Baggara
617	Hotiya Baggara
3834	Mahamid, Mahariba, Newiba
629	Janjaweed - Bin Kulaib faction
628	Janjaweed - Moro faction
900	Hol Dinka
641	Ma'aliyah
667	PDF
690	Terjam
991	Awlad Omran clan (Misseriya)
1036	Awlad al-Zuid clan (Misseriya)
3832	Beni Halba Baggara, Salamat Baggara
996	Fur
997	SPLM/A - AH
998	SPLM/A - WN
1037	SSUM/A
491	UNRF II
490	WNBF
1006	Shiluk
1010	Awan Dinka
1093	Ciek Dinka
1148	Jur Beli
1972	Northern Sudanese
1973	Southern Sudanese
994	Salamat Baggara
3579	Al-Zayadia
3580	Berti
1129	Republic of South Sudan
1945	Beni Hussein
4203	Awlad Heiban clan (Misseriya)
4532	Awlad Metanin clan (Misseriya), Awlad Serur clan (Misseriya)
995	Beni Halba Baggara
1923	Gimir
1080	Hamar
5849	SARC
5866	Darfur Joint Resistance Forces
4204	Awlad Serur clan (Misseriya)
6695	Mahadi
1948	Kababish
6792	SPLM/A-North - MA faction
7415	SLM/A - MA
7414	SLM/A - SB
1897	Beni Amir
1963	Nuba
7605	Newiba, Rizeigat Abbala
7832	Mahariya, Mima
7962	Hawazma
1941	Taisha
8138	Kawahla, Kenana, Nuba Logan
8099	Dar Ali (Hawazma)
8137	Kenana
1144	Opponents of al-Assad
1145	Supporters of al-Assad
4168	Ghuraba al-Sham, Jabhat Fateh al-Sham
4163	PYD
5540	IS, Jabhat Fateh al-Sham
5558	Jabhat al-Akrad, PYD
3232	al-Tawhid Brigade
5565	Ahfad al Rasoul Brigade, Ahrar al-Sham, IS, Islamic Kurdish Front, Jabhat Fateh al-Sham
5567	Ahrar al-Sham, al-Tawhid Brigade, IS, Jabhat Fateh al-Sham
5563	Ahfad al Rasoul Brigade
5575	Islamic Front
6011	SRF
6012	Mujahideen Army
6014	Islamic Front, Mujahideen Army, SRF
6015	Harkat Hazm
6038	Jabhat Fateh al-Sham, Liwa al-Aqsa
6040	Islamic Front, Jabhat Fateh al-Sham
6069	Islamic Front, Jabhat Fateh al-Sham, Mujahideen Army
6288	SDF
6367	Jaysh al-Sanadid, Khabour Guards, MFS, PYD
6370	Jaysh al-Sanadid, MFS, PYD
6378	Aknaf Bait al-Maqdis, Jaysh al-Islam, Sham al-Rasul Brigade, Southern Front
6380	Jaysh al Fatah Idlib
5554	Ahrar al-Sham
6390	Eastern Qalamoun Operations Room
6377	Jaysh al-Islam
6419	Euphrates Vulcano
6436	Fatah Halab
6495	Fatah Halab, Jabhat Fateh al-Sham
6389	Ahrar al-Sham, Jabhat Fateh al-Sham
6532	Ahrar al-Sham, Jabhat Fateh al-Sham, Southern Front
6553	NSA
6037	Liwa al-Aqsa
6564	Mare’ Operations Room
6572	Ahrar al-Sham, Furqan Brigades, Jabhat Fateh al-Sham, Jaysh al-Islam, Yarmouk Army
6302	Jaysh al-Jihad (Saraya al- Jihad)
6599	Hawar Kilis Operations Room
6600	Jaysh al-Islam, Jaysh Usud al-Sharqiya, Martyr Lieutenant Ahmed Abdou Brigades, Rahman Corps
6306	Tahrir al- Sham Army
6605	Jaysh al-Asha’er
6410	Eastern Ghouta Unified Military Command
6825	HTS, Rahman Corps
6828	Hamza Division, Liwa al-Sultan Murad
6434	Nour al-Din Zenki
7036	HTS, Southern Front
7042	Ahrar al-Sham, FSA, HTS, Jaysh al-Islam
7056	Ahrar al-Sham, HTS, Southern Front
7105	Syrian Liberation Front
7106	Suqour al-Sham, Syrian Liberation Front
7118	Tanzim Hurras ad-Din
7150	Jaysh al-Sanadid, PYD
7155	Aknaf Bait al-Maqdis, HTS, Jaysh al-Islam
7128	National Front for Liberation
7523	National Front for Liberation, SNA
7371	Tajamu Shuhada al-Sharqiya
7426	al-Qa'qa Brigade, Army of Ahl al-Sunni wal Jamaa , Army of al-Ikhlas, Army of Maoata al-Islami, Authenticity and Development Front, Bayareq al-Shaaitat , Islamic Front, Jabhat Fateh al-Sham, Jaish al-Muhajireen wal-Ansar, Liwa al-Qadisiya
7437	Islamic Front, Jabhat al-Akrad, Jabhat Fateh al-Sham, Mujahideen Army, SRF
7443	16th Division, Islamic Front, Jabhat Fateh al-Sham
7461	Jabhat Fateh al-Sham, Rahman Corps
7468	Islamic Front, Jabhat al-Akrad, Mujahideen Army, SRF
7477	Nour al-Din Zenki, Sham Legion
7491	Aknaf Bait al-Maqdis, Jabhat Fateh al-Sham, Jaysh al-Islam, Sons of Yarmouk Movement, Southern Front
7492	Aknaf Bait al-Maqdis, HTS, Jaysh al-Islam, Sons of Yarmouk Movement, Southern Front
7498	Ahrar al-Sham, Jabhat Fateh al-Sham, Jaysh al-Islam, Jaysh Usud al-Sharqiya, Martyr Lieutenant Ahmed Abdou Brigades, Rahman Corps
7514	SNA
7520	23rd Division, Ahrar al-Sham, Jaysh al Nasr, Jaysh al-Nukhba, Nour al-Din Zenki, Sham Legion, SNA
7524	23rd Division, Jaysh al Nasr, Jaysh al-Nukhba, Sham Legion, SNA, Syrian Liberation Front
7525	National Front for Liberation, SNA, Syrian Liberation Front
7579	Islamic Front, SRF
7584	Euphrates Islamic Liberation Front, Islamic Front, Jabhat Fateh al-Sham, Liwa Thuwar ar-Raqqa
7601	Ahrar Ghurayan
7612	Authenticity and Development Front, Islamic Front, Jabhat Fateh al-Sham
7615	Jabhat Fateh al-Sham, Liwa al-Qadisiya, Omar al-Mukhtar Battalion
7631	Northern Storm Brigade
7582	Dawn of Freedom Brigades
7646	Dawn of Freedom Brigades, Euphrates Islamic Liberation Front, Islamic Front, Jabhat al-Akrad, Liwa Thuwar ar-Raqqa
7649	Islamic Front, Jabhat al-Akrad, Liwa Thuwar ar-Raqqa
7650	Dawn of Freedom Brigades, Jabhat al-Akrad, Northern Storm Brigade
7656	Islamic Front, Northern Storm Brigade
7662	Baz al-Islamiya, Dawn of Freedom Brigades, Islamic Front, Jabhat al-Akrad, Jabhat Fateh al-Sham, Liwa al-Sultan Murad, Majd al-Sham
7663	Dawn of Freedom Brigades, Harkat Hazm, Islamic Front, Jabhat al-Akrad, Jabhat Fateh al-Sham, Mujahideen Army, Nour al-Din Zenki, Sham Legion
7666	Islamic Front, Jabhat Fateh al-Sham, Liwa al-Jihad fi Sabeel Allah, Liwa Thuwar ar-Raqqa
6393	Authenticity and Development Front
5541	Jabhat al-Akrad
7669	IS, Syrian insurgents
7672	Ahfad al Rasoul Brigade, Ahrar al-Sham, al-Farouq Brigades, Ghuraba al-Sham, IS, Jabhat Fateh al-Sham, Jazeera-Euphrates Liberation Front, Liwa al-Fateh
7673	Hamza Asadullah Brigade
7674	Jabhat Fateh al-Sham, Salahadin Brigade
7676	Ahrar al-Sham, al-Tawhid Brigade, IS, Islamic Kurdish Front, Jabhat Fateh al-Sham
7122	Ahrar al-Sharqiya
7935	al-Moutasem Brigade, Hamza Division
8050	Army of Maoata al-Islami, Authenticity and Development Front, Islamic Front, Jabhat Fateh al-Sham
346	Forces of Khudoberdiyev
1186	PFT
1216	Forces of Mullo Abdullo
92	Government of Tanzania
365	Patani insurgents
82	Government of Togo
1000	Moba
999	Chakosi
8	Government of Trinidad and Tobago
762	Jamaat al-Muslimeen
110	Government of Tunisia
6359	JAK-T
334	DHKP-C
335	MKP
2034	TAK
6689	Yurtta Sulh Konseyi
8179	TKP-ML
486	UPA
585	Arrow Boys
590	Bokora Karimojong
669	Pian Karimojong
3844	Jie, Matheniko Karimojong
3843	Matheniko Karimojong, Turkana
3839	Toposa, Turkana
1001	Iteso
3838	Jie, Matheniko Karimojong, Turkana
5904	Bakonzo
6496	Bamba
5817	Maidan
5837	Supporters of independence for Eastern Ukraine
5836	Supporters of Ukrainian unity
5840	DPR
5914	United Armed Forces of Novorossiya
6711	DPR
6712	LPR
283	RIRA
4340	UDA
360	JIG
742	Military faction (forces of Hugo Chávez)
6166	El Dorado long-term inmates
6167	Former Sabaneta inmates
6276	Sabaneta - Pavilion I gang
6275	Sabaneta - Re-education sector gang
8329	Yare I - The Towers sector gang
8330	Yare I - The Workshop sector gang
881	AQAP
353	Democratic Republic of Yemen
1091	Ansarallah
4478	Al-Maraziq
4477	Al-Saida
6868	GPC
7344	STC
